id,Line,Rating,Sail_month,Sail_year,Best_rating,Worse_rating,Ship,Count
4817,Celebrity,5,14-08,2014, Dining, Public Rooms,Celebrity Constellation,1
4818,Celebrity,5,14-08,2014, Embarkation, Cabin,Celebrity Reflection,1
4820,Celebrity,5,14-08,2014,Service,Entertainment,Celebrity Summit,1
4821,Celebrity,5,13-05,2013, Service, Service,Celebrity Century,1
4822,Celebrity,5,14-08,2014,Service, Dining,Celebrity Summit,1
4823,Celebrity,3,14-08,2014,Embarkation,Dining,Celebrity Summit,1
4824,Celebrity,5,14-09,2014, Shore Excursions, Cabin,Celebrity Millennium,1
4825,Celebrity,5,14-08,2014, Embarkation,Entertainment,Celebrity Century,1
4826,Celebrity,5,14-08,2014, Embarkation, Dining,Celebrity Reflection,1
4827,Celebrity,5,14-08,2014,Embarkation, Enrichment Activities,Celebrity Summit,1
4828,Celebrity,5,14-08,2014, Entertainment, Public Rooms,Celebrity Century,1
4829,Celebrity,4,14-08,2014, Embarkation, Shore Excursions,Celebrity Summit,1
4830,Celebrity,3,14-08,2014,Embarkation,Entertainment,Celebrity Summit,1
4831,Celebrity,4,14-08,2014, Fitness & Recreation,Embarkation,Celebrity Summit,1
4832,Celebrity,5,14-08,2014,Value for Money,Embarkation,Celebrity Summit,1
4833,Celebrity,4,14-08,2014,Value for Money,Cabin,Celebrity Century,1
4834,Celebrity,5,14-09,2014, Public Rooms,Shore Excursions,Celebrity Century,1
4835,Celebrity,2,14-07,2014,Public Rooms,Enrichment Activities,Celebrity Summit,1
4836,Celebrity,5,2-Nov,2011, Dining, Fitness & Recreation,Celebrity Constellation,1
4837,Celebrity,3,14-08,2014,Embarkation, Public Rooms,Celebrity Summit,1
4838,Celebrity,5,14-09,2014, Embarkation,Enrichment Activities,Celebrity Reflection,1
4839,Celebrity,5,14-06,2014, Shore Excursions, Dining,Celebrity Millennium,1
4840,Celebrity,5,14-09,2014, Dining, Fitness & Recreation,Celebrity Reflection,1
4841,Celebrity,4,14-08,2014,Cabin, Shore Excursions,Celebrity Reflection,1
4842,Celebrity,5,14-09,2014, Embarkation,Entertainment,Celebrity Reflection,1
4843,Celebrity,5,14-09,2014, Dining, Enrichment Activities,Celebrity Reflection,1
4844,Celebrity,5,14-09,2014, Embarkation, Shore Excursions,Celebrity Reflection,1
4845,Celebrity,2,14-09,2014,Public Rooms,Shore Excursions,Celebrity Constellation,1
4846,Celebrity,5,14-09,2014, Dining, Shore Excursions,Celebrity Reflection,1
4847,Celebrity,5,14-07,2014, Public Rooms,Service,Celebrity Reflection,1
4848,Celebrity,5,14-09,2014, Cabin,Entertainment,Celebrity Reflection,1
4849,Celebrity,3,14-09,2014,Fitness & Recreation, Dining,Celebrity Constellation,1
4850,Celebrity,5,14-09,2014, Embarkation, Embarkation,Celebrity Reflection,1
4851,Celebrity,2,14-09,2014, Cabin, Enrichment Activities,Celebrity Reflection,1
4852,Celebrity,5,14-08,2014, Dining,Family & Children,Celebrity Century,1
4853,Celebrity,5,14-09,2014, Enrichment Activities, Dining,Celebrity Millennium,1
4854,Celebrity,4,14-09,2014, Shore Excursions,Entertainment,Celebrity Summit,1
4856,Celebrity,3,14-09,2014, Enrichment Activities,Value for Money,Celebrity Century,1
4857,Celebrity,4,14-08,2014,Service,Shore Excursions,Celebrity Constellation,1
4858,Celebrity,2,14-08,2014,Embarkation,Value for Money,Celebrity Summit,1
4859,Celebrity,4,14-09,2014,Entertainment, Embarkation,Celebrity Constellation,1
4860,Celebrity,5,14-09,2014, Shore Excursions,Entertainment,Celebrity Reflection,1
4861,Celebrity,4,14-09,2014, Public Rooms,Embarkation,Celebrity Summit,1
4862,Celebrity,5,14-09,2014, Entertainment,Cabin,Celebrity Reflection,1
4863,Celebrity,5,14-09,2014, Cabin,Enrichment Activities,Celebrity Constellation,1
4864,Celebrity,5,14-09,2014, Public Rooms, Fitness & Recreation,Celebrity Constellation,1
4865,Celebrity,3,14-09,2014,Embarkation,Value for Money,Celebrity Constellation,1
4866,Celebrity,4,14-09,2014, Cabin,Service,Celebrity Summit,1
4867,Celebrity,4,14-09,2014, Embarkation,Value for Money,Celebrity Reflection,1
4868,Celebrity,4,14-08,2014,Entertainment,Cabin,Celebrity Millennium,1
4869,Celebrity,5,14-08,2014,Value for Money, Embarkation,Celebrity Reflection,1
4870,Celebrity,5,14-09,2014, Dining,Enrichment Activities,Celebrity Reflection,1
4871,Celebrity,5,14-09,2014,Value for Money,Entertainment,Celebrity Summit,1
4872,Celebrity,5,14-09,2014,Value for Money,Cabin,Celebrity Reflection,1
4873,Celebrity,5,14-09,2014, Shore Excursions, Fitness & Recreation,Celebrity Century,1
4874,Celebrity,1,14-09,2014,Public Rooms, Embarkation,Celebrity Summit,1
4875,Celebrity,2,14-09,2014, Service, Shore Excursions,Celebrity Reflection,1
4877,Celebrity,4,14-09,2014, Cabin,Entertainment,Celebrity Reflection,1
4878,Celebrity,5,14-09,2014,Service,Embarkation,Celebrity Constellation,1
4879,Celebrity,3,14-09,2014,Service, Shore Excursions,Celebrity Constellation,1
4880,Celebrity,5,14-08,2014, Public Rooms, Embarkation,Celebrity Summit,1
4881,Celebrity,3,14-09,2014, Fitness & Recreation,Embarkation,Celebrity Constellation,1
4882,Celebrity,5,14-09,2014, Cabin,Entertainment,Celebrity Millennium,1
4883,Celebrity,5,14-09,2014, Cabin, Shore Excursions,Celebrity Summit,1
4884,Celebrity,1,14-09,2014,Service, Dining,Celebrity Century,1
4885,Celebrity,4,14-09,2014,Service,Enrichment Activities,Celebrity Constellation,1
4886,Celebrity,4,14-09,2014, Public Rooms,Dining,Celebrity Summit,1
4887,Celebrity,5,14-09,2014, Embarkation,Value for Money,Celebrity Reflection,1
4888,Celebrity,5,14-09,2014,Value for Money,Entertainment,Celebrity Reflection,1
4889,Celebrity,5,14-09,2014,Value for Money,Embarkation,Celebrity Century,1
4890,Celebrity,4,14-09,2014, Embarkation,Entertainment,Celebrity Summit,1
4891,Celebrity,3,14-09,2014,Enrichment Activities,Embarkation,Celebrity Constellation,1
4892,Celebrity,5,14-09,2014, Fitness & Recreation,Shore Excursions,Celebrity Summit,1
4893,Celebrity,5,14-09,2014, Service,Shore Excursions,Celebrity Reflection,1
4894,Celebrity,4,14-09,2014,Service,Cabin,Celebrity Summit,1
4895,Celebrity,2,14-09,2014, Fitness & Recreation,Service,Celebrity Millennium,1
4896,Celebrity,4,14-09,2014,Value for Money,Embarkation,Celebrity Summit,1
4897,Celebrity,4,14-09,2014, Public Rooms,Service,Celebrity Reflection,1
4898,Celebrity,4,14-10,2014, Dining,Value for Money,Celebrity Constellation,1
4899,Celebrity,5,14-10,2014, Public Rooms,Dining,Celebrity Reflection,1
4900,Celebrity,5,14-09,2014, Service,Entertainment,Celebrity Century,1
4901,Celebrity,2,14-10,2014, Fitness & Recreation,Value for Money,Celebrity Constellation,1
4902,Celebrity,5,14-10,2014,Value for Money,Enrichment Activities,Celebrity Summit,1
4903,Celebrity,5,14-10,2014, Dining,Enrichment Activities,Celebrity Century,1
4904,Celebrity,5,14-10,2014, Cabin,Dining,Celebrity Reflection,1
4905,Celebrity,5,14-10,2014, Public Rooms,Shore Excursions,Celebrity Reflection,1
4906,Celebrity,5,14-09,2014, Dining,Enrichment Activities,Celebrity Millennium,1
4907,Celebrity,3,14-09,2014, Public Rooms,Embarkation,Celebrity Summit,1
4908,Celebrity,5,14-10,2014, Cabin,Embarkation,Celebrity Reflection,1
4909,Celebrity,4,14-09,2014,Value for Money,Entertainment,Celebrity Century,1
4910,Celebrity,5,14-10,2014, Cabin, Fitness & Recreation,Celebrity Summit,1
4911,Celebrity,4,14-10,2014, Cabin,Enrichment Activities,Celebrity Constellation,1
4912,Celebrity,4,14-09,2014,Service, Fitness & Recreation,Celebrity Summit,1
4913,Celebrity,5,14-10,2014, Cabin, Shore Excursions,Celebrity Reflection,1
4914,Celebrity,5,14-10,2014,Value for Money,Embarkation,Celebrity Reflection,1
4915,Celebrity,5,14-10,2014, Public Rooms,Embarkation,Celebrity Reflection,1
4916,Celebrity,4,14-09,2014,Service,Entertainment,Celebrity Millennium,1
4918,Celebrity,4,14-10,2014, Embarkation,Fitness & Recreation,Celebrity Summit,1
4919,Celebrity,1,14-10,2014,Dining,Value for Money,Celebrity Summit,1
4920,Celebrity,5,14-10,2014, Embarkation, Dining,Celebrity Summit,1
4922,Celebrity,5,14-10,2014, Entertainment, Public Rooms,Celebrity Summit,1
4923,Celebrity,5,13-11,2013, Public Rooms,Value for Money,Celebrity Reflection,1
4924,Celebrity,5,14-10,2014, Fitness & Recreation,Embarkation,Celebrity Century,1
4925,Celebrity,5,14-09,2014,Value for Money,Enrichment Activities,Celebrity Millennium,1
4926,Celebrity,5,14-10,2014, Service,Enrichment Activities,Celebrity Summit,1
4927,Celebrity,5,14-10,2014, Embarkation, Enrichment Activities,Celebrity Summit,1
4928,Celebrity,4,14-09,2014,Service, Shore Excursions,Celebrity Century,1
4929,Celebrity,5,14-09,2014, Shore Excursions,Embarkation,Celebrity Century,1
4930,Celebrity,5,14-10,2014, Cabin,Shore Excursions,Celebrity Summit,1
4931,Celebrity,3,14-08,2014, Fitness & Recreation,Entertainment,Celebrity Millennium,1
4932,Celebrity,5,14-10,2014, Embarkation, Cabin,Celebrity Century,1
4933,Celebrity,3,14-10,2014,Dining,Value for Money,Celebrity Millennium,1
4934,Celebrity,3,14-10,2014,Fitness & Recreation,Service,Celebrity Century,1
4935,Celebrity,1,14-04,2014, Service, Cabin,Celebrity Millennium,1
4936,Celebrity,5,14-10,2014, Dining, Cabin,Celebrity Reflection,1
4937,Celebrity,5,14-10,2014,Value for Money, Enrichment Activities,Celebrity Summit,1
4938,Celebrity,1,14-09,2014,Shore Excursions, Embarkation,Celebrity Summit,1
4939,Celebrity,5,14-10,2014, Entertainment,Enrichment Activities,Celebrity Summit,1
4940,Celebrity,5,14-10,2014, Dining,Enrichment Activities,Celebrity Summit,1
4941,Celebrity,5,14-10,2014, Enrichment Activities, Fitness & Recreation,Celebrity Summit,1
4942,Celebrity,5,14-10,2014, Fitness & Recreation, Dining,Celebrity Reflection,1
4944,Celebrity,3,14-10,2014, Shore Excursions,Dining,Celebrity Summit,1
4945,Celebrity,2,14-09,2014,Fitness & Recreation, Embarkation,Celebrity Summit,1
4946,Celebrity,3,14-10,2014, Embarkation,Enrichment Activities,Celebrity Reflection,1
4947,Celebrity,3,14-10,2014,Service, Public Rooms,Celebrity Reflection,1
4948,Celebrity,1,14-11,2014,Public Rooms,Service,Celebrity Reflection,1
4949,Celebrity,3,6-Sep,2009, Enrichment Activities,Embarkation,Celebrity Constellation,1
4951,Celebrity,4,14-11,2014,Value for Money,Embarkation,Celebrity Summit,1
4952,Celebrity,3,14-10,2014,Public Rooms,Entertainment,Celebrity Summit,1
4953,Celebrity,5,14-10,2014, Cabin,Entertainment,Celebrity Reflection,1
4954,Celebrity,5,14-10,2014,Value for Money,Entertainment,Celebrity Millennium,1
4955,Celebrity,5,14-10,2014, Public Rooms, Public Rooms,Celebrity Summit,1
4956,Celebrity,4,14-09,2014,Service,Embarkation,Celebrity Century,1
4957,Celebrity,2,14-11,2014,Embarkation, Dining,Celebrity Reflection,1
4958,Celebrity,2,14-09,2014,Dining,Value for Money,Celebrity Summit,1
4959,Celebrity,5,14-11,2014, Entertainment,Fitness & Recreation,Celebrity Century,1
4960,Celebrity,5,14-11,2014,Service,Embarkation,Celebrity Reflection,1
4961,Celebrity,4,14-11,2014, Service,Embarkation,Celebrity Reflection,1
4962,Celebrity,4,14-10,2014,not specified,not specified,Celebrity Constellation,1
4963,Celebrity,5,14-10,2014, Dining,Entertainment,Celebrity Summit,1
4964,Celebrity,4,14-11,2014, Cabin,Embarkation,Celebrity Reflection,1
4965,Celebrity,4,14-11,2014, Cabin,Shore Excursions,Celebrity Constellation,1
4966,Celebrity,5,14-11,2014, Cabin,Entertainment,Celebrity Reflection,1
4967,Celebrity,3,14-11,2014,Shore Excursions,Enrichment Activities,Celebrity Summit,1
4968,Celebrity,4,14-10,2014, Fitness & Recreation,Enrichment Activities,Celebrity Summit,1
4969,Celebrity,3,14-10,2014, Embarkation,Cabin,Celebrity Millennium,1
4970,Celebrity,5,14-10,2014, Service, Dining,Celebrity Reflection,1
4971,Celebrity,5,14-10,2014, Embarkation,Entertainment,Celebrity Reflection,1
4972,Celebrity,5,14-10,2014, Embarkation,Value for Money,Celebrity Reflection,1
4973,Celebrity,3,14-11,2014, Cabin, Enrichment Activities,Celebrity Reflection,1
4974,Celebrity,5,14-10,2014, Fitness & Recreation,Enrichment Activities,Celebrity Reflection,1
4975,Celebrity,5,14-10,2014,Service, Dining,Celebrity Summit,1
4976,Celebrity,5,14-10,2014, Service, Enrichment Activities,Celebrity Reflection,1
4977,Celebrity,4,14-11,2014, Cabin,Dining,Celebrity Summit,1
4978,Celebrity,1,14-10,2014,Embarkation,Dining,Celebrity Millennium,1
4979,Celebrity,5,14-10,2014, Dining,Shore Excursions,Celebrity Reflection,1
4980,Celebrity,5,14-11,2014, Enrichment Activities,Embarkation,Celebrity Reflection,1
4981,Celebrity,4,14-11,2014, Cabin,Entertainment,Celebrity Reflection,1
4982,Celebrity,2,14-11,2014, Fitness & Recreation,Cabin,Celebrity Millennium,1
4983,Celebrity,4,14-10,2014, Cabin,Embarkation,Celebrity Summit,1
4984,Celebrity,5,14-11,2014, Fitness & Recreation, Dining,Celebrity Summit,1
4985,Celebrity,5,14-11,2014, Entertainment, Public Rooms,Celebrity Reflection,1
4986,Celebrity,5,14-11,2014, Public Rooms, Embarkation,Celebrity Reflection,1
4988,Celebrity,4,14-11,2014, Cabin,Enrichment Activities,Celebrity Reflection,1
4989,Celebrity,5,14-11,2014, Dining,Embarkation,Celebrity Reflection,1
4990,Celebrity,5,14-10,2014, Service, Public Rooms,Celebrity Summit,1
4991,Celebrity,5,14-11,2014, Public Rooms,Shore Excursions,Celebrity Constellation,1
4992,Celebrity,5,14-10,2014, Embarkation,Enrichment Activities,Celebrity Constellation,1
4993,Celebrity,5,14-11,2014, Public Rooms,Enrichment Activities,Celebrity Reflection,1
4994,Celebrity,3,14-11,2014, Public Rooms,Entertainment,Celebrity Reflection,1
4995,Celebrity,4,14-11,2014, Fitness & Recreation,Public Rooms,Celebrity Reflection,1
4996,Celebrity,5,14-11,2014, Shore Excursions,Entertainment,Celebrity Summit,1
4998,Celebrity,4,14-11,2014,Service, Dining,Celebrity Constellation,1
4999,Celebrity,2,14-11,2014, Cabin,Service,Celebrity Millennium,1
5000,Celebrity,5,14-11,2014, Public Rooms, Entertainment,Celebrity Reflection,1
5001,Celebrity,5,14-11,2014, Cabin,Shore Excursions,Celebrity Summit,1
5002,Celebrity,4,14-11,2014, Dining,Fitness & Recreation,Celebrity Summit,1
5003,Celebrity,4,14-11,2014, Cabin,Shore Excursions,Celebrity Millennium,1
5004,Celebrity,2,14-10,2014, Dining, Cabin,Celebrity Millennium,1
5005,Celebrity,2,14-11,2014, Cabin,Service,Celebrity Reflection,1
5006,Celebrity,5,14-11,2014, Dining,Embarkation,Celebrity Century,1
5007,Celebrity,5,14-11,2014, Embarkation,Service,Celebrity Summit,1
5008,Celebrity,5,14-11,2014, Dining,Enrichment Activities,Celebrity Constellation,1
5009,Celebrity,5,14-02,2014, Service,Shore Excursions,Celebrity Reflection,1
5010,Celebrity,5,14-07,2014, Service, Dining,Celebrity Summit,1
5011,Celebrity,5,14-11,2014, Fitness & Recreation,Family & Children,Celebrity Reflection,1
5012,Celebrity,4,14-11,2014,Cabin, Dining,Celebrity Reflection,1
5013,Celebrity,4,14-11,2014, Shore Excursions, Service,Celebrity Reflection,1
5015,Celebrity,5,14-11,2014, Public Rooms,Entertainment,Celebrity Constellation,1
5017,Celebrity,5,14-11,2014, Fitness & Recreation, Shore Excursions,Celebrity Summit,1
5018,Celebrity,5,14-11,2014, Cabin,Fitness & Recreation,Celebrity Constellation,1
5019,Celebrity,5,14-11,2014, Dining, Service,Celebrity Constellation,1
5020,Celebrity,2,14-11,2014,Entertainment, Cabin,Celebrity Summit,1
5021,Celebrity,4,14-11,2014, Dining,Enrichment Activities,Celebrity Century,1
5022,Celebrity,5,14-11,2014, Entertainment, Service,Celebrity Millennium,1
5023,Celebrity,1,14-11,2014,Cabin, Dining,Celebrity Millennium,1
5024,Celebrity,2,14-10,2014, Shore Excursions,Service,Celebrity Constellation,1
5025,Celebrity,5,14-11,2014, Embarkation,Entertainment,Celebrity Reflection,1
5026,Celebrity,5,14-11,2014, Dining, Cabin,Celebrity Summit,1
5027,Celebrity,5,14-11,2014, Cabin,Enrichment Activities,Celebrity Reflection,1
5028,Celebrity,4,14-11,2014,Service, Fitness & Recreation,Celebrity Century,1
5029,Celebrity,4,14-11,2014, Cabin,Embarkation,Celebrity Reflection,1
5030,Celebrity,4,14-11,2014, Fitness & Recreation,Shore Excursions,Celebrity Millennium,1
5031,Celebrity,5,14-12,2014, Dining,Shore Excursions,Celebrity Century,1
5032,Celebrity,2,14-11,2014,Fitness & Recreation,Value for Money,Celebrity Reflection,1
5033,Celebrity,5,14-11,2014, Dining,Value for Money,Celebrity Summit,1
5034,Celebrity,4,14-11,2014,Embarkation, Dining,Celebrity Century,1
5035,Celebrity,4,14-11,2014, Cabin,Entertainment,Celebrity Reflection,1
5036,Celebrity,4,14-11,2014,Service,Entertainment,Celebrity Millennium,1
5037,Celebrity,5,14-11,2014, Family & Children,Entertainment,Celebrity Reflection,1
5038,Celebrity,5,14-11,2014, Entertainment,Shore Excursions,Celebrity Reflection,1
5039,Celebrity,5,14-11,2014, Enrichment Activities,Fitness & Recreation,Celebrity Summit,1
5040,Celebrity,3,14-11,2014, Embarkation,Dining,Celebrity Constellation,1
5041,Celebrity,1,14-11,2014,Service, Shore Excursions,Celebrity Century,1
5042,Celebrity,5,14-11,2014,Value for Money,Enrichment Activities,Celebrity Constellation,1
5043,Celebrity,5,14-02,2014, Dining,Value for Money,Celebrity Reflection,1
5045,Celebrity,5,14-11,2014, Shore Excursions,Dining,Celebrity Constellation,1
5046,Celebrity,3,14-11,2014,Embarkation,Entertainment,Celebrity Millennium,1
5047,Celebrity,1,14-11,2014, Fitness & Recreation, Embarkation,Celebrity Millennium,1
5048,Celebrity,5,14-11,2014, Fitness & Recreation, Fitness & Recreation,Celebrity Summit,1
5049,Celebrity,5,14-11,2014, Cabin,Enrichment Activities,Celebrity Reflection,1
5050,Celebrity,1,14-11,2014,Service, Entertainment,Celebrity Millennium,1
5051,Celebrity,5,14-11,2014, Cabin,Entertainment,Celebrity Summit,1
5052,Celebrity,5,14-12,2014, Public Rooms,Enrichment Activities,Celebrity Constellation,1
5053,Celebrity,5,14-11,2014, Service,Embarkation,Celebrity Summit,1
5054,Celebrity,4,14-11,2014, Cabin,Shore Excursions,Celebrity Reflection,1
5055,Celebrity,2,14-11,2014, Fitness & Recreation,Embarkation,Celebrity Millennium,1
5056,Celebrity,5,14-08,2014, Public Rooms,Entertainment,Celebrity Summit,1
5057,Celebrity,5,14-12,2014, Cabin,Shore Excursions,Celebrity Reflection,1
5058,Celebrity,5,14-12,2014, Cabin, Public Rooms,Celebrity Century,1
5059,Celebrity,5,14-11,2014, Public Rooms, Dining,Celebrity Reflection,1
5060,Celebrity,1,14-12,2014,Public Rooms, Fitness & Recreation,Celebrity Reflection,1
5061,Celebrity,3,14-12,2014,Service,Value for Money,Celebrity Century,1
5062,Celebrity,5,14-12,2014,Service,Value for Money,Celebrity Summit,1
5063,Celebrity,4,14-12,2014,Service,Entertainment,Celebrity Century,1
5064,Celebrity,4,14-12,2014, Cabin, Entertainment,Celebrity Reflection,1
5065,Celebrity,5,14-12,2014, Dining,Shore Excursions,Celebrity Century,1
5066,Celebrity,1,14-12,2014, Public Rooms, Shore Excursions,Celebrity Reflection,1
5067,Celebrity,5,14-12,2014, Enrichment Activities,Dining,Celebrity Millennium,1
5068,Celebrity,5,14-12,2014, Cabin,Entertainment,Celebrity Constellation,1
5069,Celebrity,4,14-12,2014, Cabin,Entertainment,Celebrity Reflection,1
5070,Celebrity,4,14-12,2014, Embarkation,Dining,Celebrity Summit,1
5071,Celebrity,5,14-12,2014,Service, Entertainment,Celebrity Reflection,1
5072,Celebrity,4,14-12,2014, Fitness & Recreation, Shore Excursions,Celebrity Reflection,1
5073,Celebrity,3,14-12,2014, Embarkation, Shore Excursions,Celebrity Reflection,1
5074,Celebrity,4,14-12,2014, Service,Fitness & Recreation,Celebrity Summit,1
5075,Celebrity,4,14-11,2014,Value for Money,Entertainment,Celebrity Constellation,1
5076,Celebrity,5,14-12,2014, Dining,Cabin,Celebrity Constellation,1
5077,Celebrity,5,14-12,2014, Enrichment Activities, Fitness & Recreation,Celebrity Century,1
5078,Celebrity,5,14-12,2014, Service,Entertainment,Celebrity Summit,1
5079,Celebrity,5,14-08,2014, Shore Excursions, Enrichment Activities,Celebrity Summit,1
5080,Celebrity,3,14-12,2014, Cabin, Public Rooms,Celebrity Constellation,1
5081,Celebrity,2,14-12,2014,Shore Excursions, Entertainment,Celebrity Summit,1
5082,Celebrity,4,14-12,2014,Embarkation,Value for Money,Celebrity Constellation,1
5083,Celebrity,4,14-12,2014, Service, Fitness & Recreation,Celebrity Reflection,1
5084,Celebrity,4,14-12,2014, Fitness & Recreation,Entertainment,Celebrity Reflection,1
5085,Celebrity,5,14-12,2014, Cabin,Enrichment Activities,Celebrity Reflection,1
5087,Celebrity,5,14-12,2014, Cabin,Entertainment,Celebrity Summit,1
5088,Celebrity,4,14-12,2014, Public Rooms,Shore Excursions,Celebrity Reflection,1
5089,Celebrity,5,14-12,2014, Embarkation,Enrichment Activities,Celebrity Reflection,1
5090,Celebrity,4,14-12,2014, Public Rooms, Fitness & Recreation,Celebrity Millennium,1
5091,Celebrity,5,14-12,2014,Value for Money, Enrichment Activities,Celebrity Reflection,1
5092,Celebrity,3,14-11,2014,Embarkation,Entertainment,Celebrity Reflection,1
5093,Celebrity,5,14-12,2014, Dining,Entertainment,Celebrity Millennium,1
5094,Celebrity,5,14-12,2014, Service,Entertainment,Celebrity Summit,1
5095,Celebrity,4,14-12,2014, Service, Enrichment Activities,Celebrity Summit,1
5096,Celebrity,5,14-12,2014, Entertainment,Enrichment Activities,Celebrity Constellation,1
5098,Celebrity,3,14-12,2014,Embarkation,Entertainment,Celebrity Constellation,1
5099,Celebrity,2,14-12,2014,Service,Dining,Celebrity Summit,1
5100,Celebrity,4,14-12,2014,Embarkation,Public Rooms,Celebrity Millennium,1
5101,Celebrity,5,14-12,2014, Dining,Fitness & Recreation,Celebrity Reflection,1
5102,Celebrity,4,14-12,2014, Cabin,Entertainment,Celebrity Summit,1
5103,Celebrity,5,14-12,2014, Service,Enrichment Activities,Celebrity Millennium,1
5104,Celebrity,1,14-12,2014,Cabin,Value for Money,Celebrity Constellation,1
5105,Celebrity,5,14-12,2014, Embarkation,Dining,Celebrity Constellation,1
5106,Celebrity,5,14-12,2014, Embarkation,Entertainment,Celebrity Constellation,1
5107,Celebrity,4,14-12,2014, Embarkation,Fitness & Recreation,Celebrity Reflection,1
5108,Celebrity,3,14-12,2014,Cabin, Enrichment Activities,Celebrity Reflection,1
5109,Celebrity,3,14-12,2014,Service, Family & Children,Celebrity Constellation,1
5110,Celebrity,3,14-12,2014, Entertainment,Public Rooms,Celebrity Summit,1
5111,Celebrity,1,14-12,2014,Embarkation, Dining,Celebrity Constellation,1
5112,Celebrity,3,14-12,2014, Public Rooms, Entertainment,Celebrity Reflection,1
5113,Celebrity,5,14-12,2014, Enrichment Activities,Shore Excursions,Celebrity Summit,1
5114,Celebrity,3,14-12,2014,Service,Enrichment Activities,Celebrity Summit,1
5115,Celebrity,4,14-12,2014, Dining, Entertainment,Celebrity Summit,1
5116,Celebrity,5,14-12,2014, Service,Shore Excursions,Celebrity Millennium,1
5117,Celebrity,5,14-11,2014, Embarkation,Enrichment Activities,Celebrity Summit,1
5118,Celebrity,4,14-09,2014, Fitness & Recreation,Embarkation,Celebrity Summit,1
5119,Celebrity,5,14-12,2014, Embarkation, Public Rooms,Celebrity Reflection,1
5120,Celebrity,5,14-12,2014, Public Rooms,Embarkation,Celebrity Century,1
5121,Celebrity,5,14-12,2014,Value for Money, Enrichment Activities,Celebrity Reflection,1
5122,Celebrity,2,15-01,2015,Embarkation, Public Rooms,Celebrity Century,1
5123,Celebrity,3,14-12,2014, Public Rooms, Dining,Celebrity Reflection,1
5124,Celebrity,5,14-11,2014,Service, Enrichment Activities,Celebrity Constellation,1
5125,Celebrity,5,14-12,2014, Cabin,Entertainment,Celebrity Reflection,1
5126,Celebrity,5,14-12,2014, Embarkation, Dining,Celebrity Summit,1
5127,Celebrity,5,14-12,2014, Embarkation,Enrichment Activities,Celebrity Constellation,1
5129,Celebrity,5,14-12,2014,Value for Money, Embarkation,Celebrity Constellation,1
5130,Celebrity,5,15-01,2015, Dining,Entertainment,Celebrity Constellation,1
5131,Celebrity,3,14-12,2014, Dining,Enrichment Activities,Celebrity Reflection,1
5132,Celebrity,5,14-12,2014, Public Rooms,Shore Excursions,Celebrity Reflection,1
5133,Celebrity,5,14-12,2014, Public Rooms, Shore Excursions,Celebrity Millennium,1
5134,Celebrity,5,14-12,2014, Public Rooms, Dining,Celebrity Millennium,1
5135,Celebrity,4,14-12,2014,Service,Shore Excursions,Celebrity Millennium,1
5136,Celebrity,1,14-11,2014, Dining, Service,Celebrity Millennium,1
5137,Celebrity,3,14-12,2014, Cabin,Service,Celebrity Summit,1
5138,Celebrity,4,14-12,2014, Shore Excursions,Entertainment,Celebrity Summit,1
5139,Celebrity,5,14-12,2014, Public Rooms, Shore Excursions,Celebrity Summit,1
5140,Celebrity,5,14-12,2014, Fitness & Recreation, Entertainment,Celebrity Summit,1
5142,Celebrity,5,14-11,2014, Embarkation,Entertainment,Celebrity Constellation,1
5143,Celebrity,1,14-12,2014,Dining, Entertainment,Celebrity Millennium,1
5144,Celebrity,5,15-01,2015, Service, Public Rooms,Celebrity Reflection,1
5145,Celebrity,1,14-12,2014, Cabin,Value for Money,Celebrity Constellation,1
5146,Celebrity,5,14-09,2014,Value for Money,Enrichment Activities,Celebrity Summit,1
5147,Celebrity,5,14-09,2014, Public Rooms,Shore Excursions,Celebrity Reflection,1
5148,Celebrity,5,15-01,2015, Dining,Entertainment,Celebrity Reflection,1
5149,Celebrity,5,15-01,2015, Public Rooms,Entertainment,Celebrity Reflection,1
5150,Celebrity,2,15-01,2015,Cabin, Embarkation,Celebrity Constellation,1
5151,Celebrity,5,14-12,2014, Public Rooms, Embarkation,Celebrity Century,1
5152,Celebrity,5,15-01,2015, Service,Enrichment Activities,Celebrity Reflection,1
5153,Celebrity,1,14-11,2014, Embarkation, Public Rooms,Celebrity Century,1
5154,Celebrity,5,15-01,2015, Cabin,Value for Money,Celebrity Reflection,1
5155,Celebrity,5,14-11,2014, Cabin,Fitness & Recreation,Celebrity Millennium,1
5156,Celebrity,1,15-01,2015, Dining,Value for Money,Celebrity Millennium,1
5157,Celebrity,3,15-01,2015,Shore Excursions,Enrichment Activities,Celebrity Century,1
5158,Celebrity,5,15-01,2015,Value for Money, Cabin,Celebrity Reflection,1
5159,Celebrity,5,15-01,2015, Dining, Embarkation,Celebrity Summit,1
5160,Celebrity,4,15-01,2015, Service,Family & Children,Celebrity Millennium,1
5161,Celebrity,5,15-01,2015, Entertainment,Fitness & Recreation,Celebrity Reflection,1
5162,Celebrity,4,14-11,2014,Dining,Service,Celebrity Constellation,1
5163,Celebrity,5,15-01,2015, Dining,Entertainment,Celebrity Summit,1
5164,Celebrity,3,15-01,2015, Fitness & Recreation, Service,Celebrity Millennium,1
5165,Celebrity,5,15-01,2015, Dining,Shore Excursions,Celebrity Summit,1
